                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                  1.046,                0.57893,                0.83825,                0.92079,                0.82143,                 0.9111,                0.49652,                 1.4239,                0.69269,                0.91111,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.0166,                0.55647,                 0.8334,                0.87657,                0.86961,                 0.9039,                0.49006,                 1.4569,                0.71098,                0.91789,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0418,                0.57743,                0.83618,                 0.8913,                0.87856,                0.91105,                0.48161,                 1.5347,                0.69683,                0.93189,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0091,                0.55929,                0.83636,                0.89107,                0.83673,                0.90886,                0.50999,                 1.4511,                0.69404,                0.92567,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.0348,                0.57112,                0.83899,                0.90166,                0.86224,                0.89279,                0.49199,                 1.4915,                0.71559,                0.92764,               0.006832,               0.006832,               0.006832
                    162,                 1.0161,                0.56805,                0.83745,                 0.8713,                0.86356,                0.90425,                0.48404,                 1.5213,                0.71898,                0.93779,              0.0068122,              0.0068122,              0.0068122
                    163,                  1.012,                0.56891,                0.83996,                0.88486,                0.84184,                0.89247,                0.49174,                 1.4727,                0.73109,                0.93655,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0176,                0.56365,                 0.8369,                0.90264,                0.85144,                0.90122,                0.50514,                 1.4786,                0.70049,                0.92042,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0112,                0.56507,                 0.8406,                 0.8661,                0.85807,                0.89851,                0.48483,                 1.4988,                0.69182,                0.93544,              0.0067528,              0.0067528,              0.0067528
                    166,                  1.017,                0.56671,                0.83524,                0.90372,                0.83163,                0.89402,                0.49223,                 1.4527,                0.70146,                 0.9211,               0.006733,               0.006733,               0.006733
                    167,                 1.0165,                0.55815,                0.83484,                0.91152,                0.84694,                0.89482,                 0.4803,                 1.5394,                0.71976,                0.93554,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0086,                0.55932,                0.83731,                0.90408,                0.83673,                0.88706,                0.49774,                 1.4795,                0.68532,                0.92611,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.0357,                0.57717,                0.83839,                 0.8988,                0.85204,                0.89573,                0.51546,                 1.3961,                0.67414,                0.92007,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.0348,                0.56546,                0.83539,                 0.8952,                0.82803,                0.89823,                0.50045,                 1.4645,                0.71307,                0.92124,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.0129,                0.55265,                0.83658,                0.88828,                0.87755,                0.89891,                0.49059,                 1.4869,                0.68472,                0.93754,               0.006634,               0.006634,               0.006634
                    172,                0.99025,                0.54858,                0.83467,                0.92972,                0.81122,                0.89861,                0.52089,                 1.4808,                0.65326,                0.93273,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.0227,                 0.5677,                0.83986,                0.87323,                0.87864,                0.90308,                0.50825,                 1.4917,                0.69752,                0.93298,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.0076,                 0.5515,                 0.8397,                0.85638,                0.85183,                0.88363,                0.49982,                 1.4752,                0.69973,                0.92678,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.0607,                0.57842,                0.83698,                0.86682,                0.86735,                0.89873,                0.51566,                 1.4278,                0.65928,                0.91498,              0.0065548,              0.0065548,              0.0065548
                    176,                0.99915,                0.55275,                0.83191,                0.89648,                0.86735,                0.89602,                0.50098,                 1.4288,                0.68214,                0.91491,               0.006535,               0.006535,               0.006535
                    177,                 1.0288,                0.56124,                0.83722,                0.83858,                0.82166,                0.86974,                0.46487,                 1.5119,                0.74309,                0.94121,              0.0065152,              0.0065152,              0.0065152
                    178,                0.99363,                0.55158,                 0.8345,                0.91204,                0.84644,                0.90048,                0.49385,                 1.4883,                0.68747,                0.93429,              0.0064954,              0.0064954,              0.0064954
                    179,                  1.011,                0.55058,                0.83832,                0.90364,                0.82653,                0.90628,                0.50675,                 1.4855,                0.70094,                0.93124,              0.0064756,              0.0064756,              0.0064756
                    180,                0.99547,                0.55201,                0.83411,                0.90392,                0.83673,                0.90455,                0.47313,                 1.5116,                0.71223,                0.93685,              0.0064558,              0.0064558,              0.0064558
                    181,                0.97361,                0.53883,                 0.8307,                0.91515,                0.88042,                0.92244,                0.51098,                 1.4405,                0.66988,                0.91884,               0.006436,               0.006436,               0.006436
                    182,                0.99678,                0.55087,                0.82521,                0.88957,                0.86312,                0.90537,                 0.5161,                 1.4217,                0.64703,                0.90397,              0.0064162,              0.0064162,              0.0064162
                    183,                0.99188,                0.54296,                0.83685,                 0.9264,                0.83163,                0.91329,                 0.5061,                 1.4466,                 0.6554,                0.91049,              0.0063964,              0.0063964,              0.0063964
                    184,                0.99183,                0.54814,                0.83207,                 0.9061,                0.83692,                 0.9073,                 0.5059,                 1.4413,                0.67624,                0.91141,              0.0063766,              0.0063766,              0.0063766
                    185,                 0.9712,                0.54021,                0.83351,                 0.9009,                 0.7885,                0.89254,                0.51754,                 1.3996,                0.67368,                0.90655,              0.0063568,              0.0063568,              0.0063568
                    186,                0.99898,                0.55484,                0.83336,                0.89093,                0.83351,                0.89781,                0.52445,                 1.4027,                0.66341,                0.90447,               0.006337,               0.006337,               0.006337
                    187,                0.99345,                0.55243,                0.83251,                0.91152,                0.80612,                0.90169,                0.50351,                 1.4674,                0.65907,                0.91092,              0.0063172,              0.0063172,              0.0063172
                    188,                0.98875,                0.54502,                 0.8327,                0.88358,                0.85191,                0.89504,                0.49771,                 1.4818,                0.67299,                0.92282,              0.0062974,              0.0062974,              0.0062974
                    189,                0.99882,                0.54941,                0.83553,                0.89241,                0.84638,                0.89946,                0.51412,                 1.3878,                0.65257,                 0.9111,              0.0062776,              0.0062776,              0.0062776
                    190,                0.97954,                0.54141,                0.82912,                0.91296,                0.86224,                0.91249,                0.50224,                  1.475,                0.65585,                0.92474,              0.0062578,              0.0062578,              0.0062578
                    191,                0.98435,                0.53432,                0.83994,                0.91387,                0.84184,                0.90008,                0.49981,                 1.4708,                0.68165,                0.92811,               0.006238,               0.006238,               0.006238
                    192,                0.98426,                0.54251,                0.82892,                0.88455,                0.85999,                0.90166,                0.49738,                 1.4467,                0.67856,                0.92841,              0.0062182,              0.0062182,              0.0062182
                    193,                0.95354,                 0.5304,                0.82525,                0.87597,                0.85204,                0.90897,                0.51585,                 1.4224,                0.66401,                0.92586,              0.0061984,              0.0061984,              0.0061984
                    194,                0.97678,                0.53719,                0.82952,                0.92777,                0.85714,                0.93026,                0.50961,                 1.4392,                0.65644,                0.92076,              0.0061786,              0.0061786,              0.0061786
                    195,                0.97497,                0.53626,                0.82928,                0.90887,                0.86508,                0.92449,                0.50343,                 1.4677,                0.65629,                0.92116,              0.0061588,              0.0061588,              0.0061588
                    196,                 0.9837,                 0.5371,                 0.8321,                0.92436,                0.87292,                0.92497,                 0.5082,                 1.4509,                0.67549,                0.90854,               0.006139,               0.006139,               0.006139
                    197,                0.95804,                0.53046,                0.83233,                 0.9349,                0.83673,                 0.9125,                0.50085,                 1.4483,                0.68569,                0.91064,              0.0061192,              0.0061192,              0.0061192
                    198,                0.96877,                0.52967,                0.82159,                0.89113,                0.84184,                0.90356,                0.49105,                 1.5009,                0.70263,                0.92949,              0.0060994,              0.0060994,              0.0060994
                    199,                0.96011,                0.52732,                0.82471,                0.86379,                0.87359,                 0.9111,                0.49681,                 1.4933,                0.71817,                0.92759,              0.0060796,              0.0060796,              0.0060796
                    200,                0.98549,                 0.5387,                0.83725,                0.86727,                0.85714,                0.89729,                0.50076,                 1.4326,                0.68843,                0.91722,              0.0060598,              0.0060598,              0.0060598
                    201,                0.97343,                0.54054,                0.83235,                0.90642,                0.85204,                0.90873,                0.51679,                 1.4296,                0.68134,                0.91722,                0.00604,                0.00604,                0.00604
                    202,                0.94051,                0.52684,                0.82893,                0.88637,                0.83576,                0.89966,                0.49166,                 1.5164,                0.70419,                0.94098,              0.0060202,              0.0060202,              0.0060202
                    203,                0.97652,                0.53596,                0.82612,                0.86573,                0.90306,                 0.9189,                0.51567,                 1.4487,                 0.6614,                0.91273,              0.0060004,              0.0060004,              0.0060004
                    204,                0.96157,                0.52377,                0.82779,                0.90782,                0.85714,                0.91648,                0.52722,                  1.419,                0.63122,                0.91648,              0.0059806,              0.0059806,              0.0059806
                    205,                0.96931,                0.52839,                0.82976,                0.89138,                0.87922,                0.92867,                0.53871,                 1.3403,                0.61099,                0.90167,              0.0059608,              0.0059608,              0.0059608
                    206,                0.95368,                0.52809,                0.82356,                 0.9166,                0.89718,                0.93907,                 0.5454,                 1.3788,                0.59683,                0.90423,               0.005941,               0.005941,               0.005941
                    207,                0.93848,                0.51422,                0.82429,                0.86703,                0.90816,                0.92132,                0.53039,                 1.4154,                0.63273,                0.90308,              0.0059212,              0.0059212,              0.0059212
                    208,                0.92659,                0.51043,                0.82562,                0.90484,                0.87245,                0.92466,                0.51725,                 1.4484,                0.65064,                0.91264,              0.0059014,              0.0059014,              0.0059014
                    209,                0.95112,                 0.5186,                 0.8291,                0.93332,                0.83163,                0.92425,                0.52636,                 1.4187,                0.63561,                0.91331,              0.0058816,              0.0058816,              0.0058816
                    210,                0.95195,                 0.5161,                0.82806,                0.91195,                0.84694,                0.93081,                0.53015,                 1.3958,                0.63655,                0.90846,              0.0058618,              0.0058618,              0.0058618
                    211,                0.93198,                0.50181,                0.82661,                0.92629,                0.83352,                0.92371,                0.52805,                 1.4244,                0.64424,                0.91452,               0.005842,               0.005842,               0.005842
                    212,                0.95535,                0.52378,                0.82602,                0.86496,                0.88237,                0.91311,                0.50932,                 1.4562,                0.63391,                0.91495,              0.0058222,              0.0058222,              0.0058222
                    213,                0.98208,                0.53328,                0.82241,                0.87517,                0.89422,                0.92046,                0.52148,                 1.4261,                 0.6225,                0.91564,              0.0058024,              0.0058024,              0.0058024
                    214,                0.96628,                 0.5242,                0.82646,                0.90958,                0.87252,                 0.9258,                0.51539,                  1.405,                0.66187,                0.90867,              0.0057826,              0.0057826,              0.0057826
                    215,                0.92732,                0.51083,                0.82592,                0.93154,                0.82143,                0.89931,                0.52765,                 1.3552,                0.64634,                0.89363,              0.0057628,              0.0057628,              0.0057628
                    216,                0.92518,                0.50693,                0.82949,                0.91168,                0.86224,                0.90438,                0.53213,                 1.3659,                0.63008,                0.90306,               0.005743,               0.005743,               0.005743
                    217,                0.95609,                0.51838,                0.82601,                0.93219,                0.87755,                0.93217,                0.53275,                 1.4114,                0.64919,                0.91462,              0.0057232,              0.0057232,              0.0057232
                    218,                0.97508,                0.53194,                0.82535,                0.90836,                0.83673,                0.91832,                0.52966,                 1.4043,                0.65769,                0.91199,              0.0057034,              0.0057034,              0.0057034
                    219,                0.94951,                0.51425,                0.82894,                0.90816,                0.86224,                0.91924,                0.53127,                 1.3935,                 0.6802,                0.90403,              0.0056836,              0.0056836,              0.0056836
                    220,                0.95784,                0.52397,                0.82436,                0.85907,                 0.8708,                0.89963,                0.52239,                  1.399,                0.64434,                0.91035,              0.0056638,              0.0056638,              0.0056638
                    221,                0.96952,                0.52882,                0.82763,                0.91725,                0.84831,                0.92909,                0.52565,                 1.3988,                0.63954,                 0.9023,               0.005644,               0.005644,               0.005644
                    222,                  0.944,                0.51944,                0.82443,                0.90073,                0.87958,                0.92947,                0.53419,                 1.4042,                0.63264,                0.90275,              0.0056242,              0.0056242,              0.0056242
                    223,                0.94535,                0.52291,                0.82785,                0.90674,                0.84328,                0.90945,                0.51571,                 1.4512,                0.66885,                0.92491,              0.0056044,              0.0056044,              0.0056044
                    224,                0.92639,                0.50624,                 0.8259,                0.89398,                0.87755,                0.93084,                0.51441,                 1.4713,                0.64969,                0.92475,              0.0055846,              0.0055846,              0.0055846
                    225,                0.93298,                0.51202,                 0.8207,                 0.9049,                0.87387,                0.92672,                0.51751,                 1.4205,                0.64186,                0.91663,              0.0055648,              0.0055648,              0.0055648
                    226,                0.93466,                0.51244,                0.82041,                0.92681,                0.85714,                0.93448,                0.54244,                 1.4018,                0.62514,                0.90586,               0.005545,               0.005545,               0.005545
                    227,                0.93736,                0.51768,                0.82836,                0.90225,                0.84769,                0.90192,                0.51864,                 1.4001,                0.65195,                0.91398,              0.0055252,              0.0055252,              0.0055252
                    228,                0.92937,                0.51241,                0.82351,                 0.9232,                0.85867,                0.89388,                0.51023,                 1.4242,                0.65321,                0.92539,              0.0055054,              0.0055054,              0.0055054
                    229,                0.92693,                 0.5131,                0.82776,                0.91592,                0.86735,                0.92023,                0.51685,                 1.4229,                0.65505,                0.91667,              0.0054856,              0.0054856,              0.0054856
                    230,                0.93481,                0.51027,                0.82649,                 0.9057,                0.86224,                0.91245,                0.51937,                 1.4354,                0.64678,                0.92011,              0.0054658,              0.0054658,              0.0054658
                    231,                0.92925,                0.51547,                0.83006,                0.92124,                0.84694,                0.90997,                0.52834,                 1.4146,                 0.6343,                0.91501,               0.005446,               0.005446,               0.005446
                    232,                0.92369,                0.50843,                0.82339,                0.88358,                0.89064,                0.91857,                0.53519,                 1.3987,                0.63497,                0.90877,              0.0054262,              0.0054262,              0.0054262
                    233,                0.91137,                0.49813,                0.82155,                0.88789,                0.84856,                0.90869,                0.52191,                 1.3871,                0.64634,                0.90744,              0.0054064,              0.0054064,              0.0054064
                    234,                0.93534,                0.51015,                0.82436,                0.93222,                 0.8421,                0.92229,                0.53186,                 1.3967,                0.62503,                 0.9175,              0.0053866,              0.0053866,              0.0053866
                    235,                0.94368,                0.51285,                0.82659,                0.95925,                0.84066,                0.94109,                0.55047,                  1.337,                0.62738,                0.89818,              0.0053668,              0.0053668,              0.0053668
                    236,                0.92349,                0.49544,                0.81909,                0.91777,                 0.8542,                0.91452,                0.54732,                 1.3564,                0.64537,                0.89795,               0.005347,               0.005347,               0.005347
                    237,                0.94262,                0.52005,                 0.8213,                0.87467,                0.84184,                 0.9088,                0.50776,                 1.4661,                0.66952,                0.92212,              0.0053272,              0.0053272,              0.0053272
                    238,                0.92294,                0.50077,                 0.8189,                0.93594,                0.80102,                0.90584,                0.50754,                 1.4411,                 0.6846,                0.92156,              0.0053074,              0.0053074,              0.0053074
                    239,                0.92904,                 0.5029,                0.82112,                0.88993,                0.86224,                0.91208,                 0.5373,                 1.3424,                0.64115,                0.90668,              0.0052876,              0.0052876,              0.0052876
                    240,                0.91159,                0.48791,                0.82738,                0.90445,                0.88265,                0.93167,                0.54197,                  1.342,                0.61364,                0.90484,              0.0052678,              0.0052678,              0.0052678
                    241,                0.93995,                0.50611,                0.82091,                0.92703,                0.88776,                0.93705,                0.53766,                 1.3883,                0.62845,                0.91458,               0.005248,               0.005248,               0.005248
                    242,                0.92587,                0.50882,                0.81943,                0.92056,                 0.8868,                0.92452,                0.54561,                 1.3508,                0.63573,                0.89699,              0.0052282,              0.0052282,              0.0052282
                    243,                0.91831,                0.50477,                0.82486,                0.92304,                0.85665,                0.90822,                0.53917,                 1.3635,                  0.674,                 0.8967,              0.0052084,              0.0052084,              0.0052084
                    244,                0.92674,                0.50049,                0.82132,                0.92968,                0.87687,                0.92749,                0.53131,                 1.3754,                0.64185,                0.89912,              0.0051886,              0.0051886,              0.0051886
                    245,                0.91555,                0.49016,                0.82448,                0.91885,                0.86652,                 0.9222,                0.52192,                 1.3884,                0.66268,                0.90184,              0.0051688,              0.0051688,              0.0051688
                    246,                0.94096,                0.50558,                0.82796,                0.92388,                0.86691,                0.92216,                0.52561,                 1.3761,                0.65062,                0.90787,               0.005149,               0.005149,               0.005149
                    247,                0.92398,                0.50485,                0.81548,                0.92274,                0.88265,                0.92607,                0.53189,                 1.3896,                0.64223,                0.90741,              0.0051292,              0.0051292,              0.0051292
                    248,                0.91617,                0.50295,                 0.8206,                0.90577,                0.86224,                0.90131,                0.50822,                 1.4104,                0.65243,                0.90682,              0.0051094,              0.0051094,              0.0051094
                    249,                0.91516,                0.50748,                0.82138,                0.90301,                0.85508,                0.91609,                0.52701,                 1.3877,                0.65585,                0.90615,              0.0050896,              0.0050896,              0.0050896
                    250,                0.92186,                0.50293,                 0.8248,                0.93778,                0.82143,                0.91121,                0.53822,                 1.3874,                0.64074,                0.90696,              0.0050698,              0.0050698,              0.0050698
                    251,                0.91751,                0.50229,                0.81631,                0.89969,                0.87755,                 0.9181,                0.54028,                 1.3708,                 0.6452,                0.89907,                0.00505,                0.00505,                0.00505
                    252,                0.92575,                0.50175,                0.81972,                0.90025,                0.87493,                0.92525,                0.54933,                 1.3477,                0.63396,                0.89961,              0.0050302,              0.0050302,              0.0050302
                    253,                0.91209,                0.49648,                 0.8247,                 0.8958,                0.86735,                0.91876,                0.53303,                 1.3595,                0.65797,                0.90416,              0.0050104,              0.0050104,              0.0050104
                    254,                0.88055,                0.49016,                0.81521,                0.88606,                0.86735,                0.90478,                0.53148,                 1.3712,                0.66893,                0.91163,              0.0049906,              0.0049906,              0.0049906
                    255,                0.89261,                 0.4879,                0.81975,                0.91503,                0.87914,                0.93298,                0.54332,                 1.3437,                0.62036,                0.89643,              0.0049708,              0.0049708,              0.0049708
                    256,                0.90757,                0.49549,                0.81933,                0.92582,                0.86735,                0.92763,                0.55161,                 1.3521,                0.62227,                0.90249,               0.004951,               0.004951,               0.004951
                    257,                0.91267,                0.49708,                0.82223,                0.89509,                0.88265,                0.90707,                0.54685,                 1.3386,                0.65532,                0.88991,              0.0049312,              0.0049312,              0.0049312
                    258,                0.87618,                0.47994,                0.82339,                0.92346,                0.86184,                0.91895,                0.53093,                 1.3514,                 0.6495,                0.89769,              0.0049114,              0.0049114,              0.0049114
                    259,                0.91057,                0.49803,                0.81712,                0.91516,                0.88052,                0.92419,                0.54406,                 1.3183,                0.62033,                0.89309,              0.0048916,              0.0048916,              0.0048916
                    260,                0.89753,                0.48824,                0.81561,                0.90292,                0.88265,                 0.9209,                   0.55,                  1.349,                0.62987,                0.89854,              0.0048718,              0.0048718,              0.0048718
                    261,                0.89174,                0.49074,                0.82181,                0.92124,                0.86735,                0.91898,                0.53454,                 1.3637,                0.62996,                0.90161,               0.004852,               0.004852,               0.004852
                    262,                0.89641,                0.49022,                0.81914,                0.91434,                0.87245,                0.91673,                 0.5294,                 1.3597,                0.62759,                0.90765,              0.0048322,              0.0048322,              0.0048322
                    263,                0.88103,                0.48544,                0.81772,                0.90542,                0.87921,                0.93801,                0.53858,                 1.3715,                0.61441,                 0.9065,              0.0048124,              0.0048124,              0.0048124
                    264,                0.89321,                0.48005,                0.81415,                0.89284,                0.89286,                0.92707,                0.53529,                  1.404,                0.64968,                0.91456,              0.0047926,              0.0047926,              0.0047926
                    265,                0.88989,                0.48604,                0.81396,                0.91479,                0.87643,                0.92677,                0.55309,                 1.3395,                  0.636,                0.90086,              0.0047728,              0.0047728,              0.0047728
                    266,                0.88946,                0.48587,                0.81701,                0.94187,                0.87755,                 0.9293,                0.55482,                 1.3168,                0.61716,                0.88387,               0.004753,               0.004753,               0.004753
                    267,                0.89486,                0.48605,                0.82153,                0.94372,                0.85547,                0.92291,                0.54846,                  1.349,                0.65631,                0.89024,              0.0047332,              0.0047332,              0.0047332
                    268,                0.88616,                0.48186,                 0.8154,                0.95699,                0.85204,                 0.9397,                0.55763,                 1.3143,                 0.6273,                0.88792,              0.0047134,              0.0047134,              0.0047134
                    269,                0.87468,                0.47452,                0.82292,                0.91466,                0.87245,                0.92648,                0.54595,                 1.3498,                 0.6384,                0.90001,              0.0046936,              0.0046936,              0.0046936
                    270,                0.88437,                0.48115,                0.81619,                0.94764,                0.85204,                0.93326,                 0.5574,                 1.3229,                0.62501,                0.89541,              0.0046738,              0.0046738,              0.0046738
                    271,                0.90891,                0.48503,                0.81859,                0.92787,                0.85323,                0.93081,                0.56558,                 1.2671,                 0.6121,                0.88408,               0.004654,               0.004654,               0.004654
                    272,                0.85737,                0.47049,                 0.8157,                0.95373,                0.84125,                0.91699,                0.52772,                 1.3646,                0.63135,                0.90527,              0.0046342,              0.0046342,              0.0046342
                    273,                0.88595,                0.48646,                0.81567,                0.92406,                0.87755,                0.92637,                0.54649,                 1.3373,                0.63151,                0.90115,              0.0046144,              0.0046144,              0.0046144
                    274,                0.87964,                0.47586,                 0.8198,                0.91215,                0.90058,                0.93423,                0.56409,                   1.33,                0.61682,                0.89033,              0.0045946,              0.0045946,              0.0045946
                    275,                0.90177,                0.49343,                0.81922,                0.90734,                0.90306,                0.93785,                0.56492,                 1.2894,                0.59566,                0.88416,              0.0045748,              0.0045748,              0.0045748
                    276,                0.86717,                0.47193,                0.81664,                0.90303,                0.93367,                0.93067,                0.55672,                 1.3077,                0.59124,                0.88766,               0.004555,               0.004555,               0.004555
                    277,                0.86803,                0.47268,                0.81346,                0.92947,                0.88265,                0.93666,                0.55687,                 1.3085,                0.58553,                0.88799,              0.0045352,              0.0045352,              0.0045352
                    278,                0.88112,                0.47671,                0.81442,                0.93217,                0.82653,                0.90992,                0.55737,                 1.3198,                0.60528,                0.90371,              0.0045154,              0.0045154,              0.0045154
                    279,                0.88993,                0.48147,                0.82194,                0.90082,                0.89286,                0.92258,                 0.5554,                 1.2864,                0.58727,                0.89676,              0.0044956,              0.0044956,              0.0044956
                    280,                0.88391,                0.47528,                0.82036,                0.92453,                0.87504,                0.92814,                0.57329,                   1.26,                0.59526,                 0.8902,              0.0044758,              0.0044758,              0.0044758
                    281,                0.86901,                0.47468,                0.81721,                0.92172,                0.90114,                0.92377,                0.56578,                  1.267,                0.60701,                0.88947,               0.004456,               0.004456,               0.004456
                    282,                0.87661,                0.47776,                0.81573,                0.89724,                0.89286,                0.91819,                0.54535,                 1.3033,                0.61724,                0.90378,              0.0044362,              0.0044362,              0.0044362
                    283,                0.87944,                0.48233,                0.81575,                0.89042,                0.87245,                 0.9093,                 0.5253,                 1.3878,                0.65748,                0.91759,              0.0044164,              0.0044164,              0.0044164
                    284,                0.88729,                 0.4801,                0.82028,                0.92865,                0.86324,                0.91274,                0.53546,                 1.3225,                0.65798,                0.89604,              0.0043966,              0.0043966,              0.0043966
                    285,                0.87079,                0.47302,                 0.8169,                0.96616,                0.84694,                 0.9232,                0.55535,                 1.3187,                0.63045,                0.88963,              0.0043768,              0.0043768,              0.0043768
                    286,                0.87236,                0.47448,                0.81324,                0.94995,                0.87153,                0.93283,                0.57663,                 1.2744,                0.62633,                0.88741,               0.004357,               0.004357,               0.004357
                    287,                0.86191,                0.47796,                0.81701,                0.93281,                0.87755,                0.94129,                0.57711,                 1.3107,                0.63791,                0.88997,              0.0043372,              0.0043372,              0.0043372
                    288,                0.85704,                0.47129,                0.81568,                0.93818,                0.86735,                0.93154,                0.55999,                 1.3243,                 0.6264,                0.89775,              0.0043174,              0.0043174,              0.0043174
                    289,                0.86988,                0.47505,                0.81998,                 0.9147,                0.87543,                0.91021,                0.55082,                 1.2959,                  0.626,                0.90016,              0.0042976,              0.0042976,              0.0042976
                    290,                0.86601,                0.47514,                0.81793,                0.91001,                0.87707,                0.91993,                0.55311,                 1.2852,                0.61376,                0.89876,              0.0042778,              0.0042778,              0.0042778
                    291,                0.85692,                0.47569,                0.81458,                 0.9343,                0.87245,                0.92665,                0.56135,                 1.2801,                0.60294,                0.89358,               0.004258,               0.004258,               0.004258
                    292,                0.86823,                0.47184,                0.81617,                0.93943,                0.85204,                0.91773,                0.54551,                 1.3363,                 0.6264,                0.89985,              0.0042382,              0.0042382,              0.0042382
                    293,                 0.8894,                0.47872,                0.81468,                0.92458,                0.87565,                0.92325,                0.56547,                 1.2849,                0.59375,                0.88643,              0.0042184,              0.0042184,              0.0042184
                    294,                0.86012,                0.46568,                0.81541,                0.92429,                0.87204,                0.91358,                0.56017,                 1.2931,                0.60075,                0.88694,              0.0041986,              0.0041986,              0.0041986
                    295,                 0.8688,                0.47263,                 0.8205,                0.95928,                 0.8414,                0.92165,                0.56359,                 1.2908,                0.60673,                0.88859,              0.0041788,              0.0041788,              0.0041788
                    296,                0.86373,                0.46397,                0.81655,                0.95871,                0.82927,                0.91733,                0.57312,                 1.2772,                0.59237,                0.88964,               0.004159,               0.004159,               0.004159
                    297,                0.87304,                0.47465,                0.81408,                0.93892,                0.86271,                0.92358,                0.55163,                 1.3079,                0.61867,                0.89508,              0.0041392,              0.0041392,              0.0041392
                    298,                0.84986,                0.46621,                0.81364,                0.93543,                0.89286,                 0.9264,                0.56096,                 1.2936,                0.59792,                0.89241,              0.0041194,              0.0041194,              0.0041194
                    299,                0.86652,                  0.466,                0.81347,                0.97147,                 0.8686,                0.92517,                0.55683,                 1.2703,                0.59263,                0.88845,              0.0040996,              0.0040996,              0.0040996
                    300,                0.83836,                0.45348,                0.81403,                0.92545,                0.88665,                0.93655,                0.56781,                 1.2674,                0.61352,                0.88848,              0.0040798,              0.0040798,              0.0040798
                    301,                0.84618,                0.45865,                0.80904,                0.92903,                0.90306,                0.94176,                0.57617,                 1.2604,                 0.5953,                0.88729,                0.00406,                0.00406,                0.00406
                    302,                0.89002,                0.48173,                 0.8174,                0.93191,                0.86735,                0.92515,                0.56358,                 1.3055,                0.62334,                0.89542,              0.0040402,              0.0040402,              0.0040402
                    303,                0.85501,                0.46928,                0.81558,                0.92019,                0.87755,                0.92394,                0.56087,                 1.2774,                   0.61,                0.88694,              0.0040204,              0.0040204,              0.0040204
                    304,                0.86063,                0.46343,                0.81841,                0.93611,                0.87755,                0.91806,                0.55546,                 1.2863,                0.60189,                0.89101,              0.0040006,              0.0040006,              0.0040006
                    305,                0.86047,                0.46307,                0.81682,                0.93413,                0.87755,                0.93175,                0.56348,                 1.2756,                0.58584,                0.89336,              0.0039808,              0.0039808,              0.0039808
                    306,                0.87719,                 0.4812,                0.81305,                0.96429,                0.87245,                0.93767,                0.55576,                 1.2947,                0.59327,                0.89522,               0.003961,               0.003961,               0.003961
                    307,                0.85705,                0.47014,                0.81876,                0.95992,                0.85538,                0.93032,                0.55566,                 1.3239,                0.60427,                 0.9042,              0.0039412,              0.0039412,              0.0039412
                    308,                 0.8563,                0.46377,                0.80962,                0.92422,                0.87121,                0.93377,                0.57576,                 1.2797,                0.58266,                0.89036,              0.0039214,              0.0039214,              0.0039214
